"","rowid","source","Issue Flag","doi","article","fed","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","authors","year","Species","Group","environment","life_f","vivo_f","sex","exp_type_f","exposure.route","mix","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","Recovery (Days)","treatments","treatment_range","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.mg.L.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.add.measured","chem.add.dose.mg.L.measured","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","effect_f","effect.metric","direction","lvl1_f","lvl2_f","lvl3_f","bio_f","target.cell.tissue","poly_f","density.g.cm3","density.reported.estimated","shape_f","charge","zetapotential.mV","zetapotential.media","size.length.um.used.for.conversions","size.width.um.used.for.conversions","size_f","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","weather.biofoul_f","size.valid","shape.valid","polymer.valid","particle.source","sodium.azide","contaminant.screen","clean.method","sol.rinse","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","total.quality","tier_zero_tech_f","tier_zero_risk_f","af.time","acute.chronic_f","af.noec","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","body.length.cm","body.size.source","max.size.ingest.mm","max.size.ingest.um","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M_trans","EC_mono_p.particles.mL_trans","mu.p.mono","mu.p.poly_trans","EC_poly_p.particles.mL_trans","CF_bio_trans","EC_env_p.particles.mL_trans","x_LL_sa_trans","x_UL_sa_trans","mu.sa.poly_trans","mu.sa.mono","EC_poly_sa.particles.mL_trans","EC_env_sa.particles.mL_trans","x2M_ingest","EC_mono_p.particles.mL_ingest","mu.p.poly_ingest","EC_poly_p.particles.mL_ingest","CF_bio_ingest","EC_env_p.particles.mL_ingest","x_LL_v_ingest","x_UL_v_ingest","mu.v.poly_ingest","mu.v.mono","EC_poly_v.particles.mL_ingest","EC_env_v.particles.mL_ingest","particles.mL.ox.stress","particles.mL.food.dilution","dose_new"
"11",29,"Koelmans,Rochman",NA,"10.1002/etc.3093",2,"Y",2,2,2,2,2,2,1,1,2,2,1,0,0,0,1,0,1,2,2,2,2,2,2,0,1,0,2,11,11,"Au",2015,"Hyalella azteca","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","hard reconstituted water","ethanol",NA,NA,NA,"25",NA,NA,10,NA,3,"3-5","3",2,"10",71,NA,NA,NA,71,"reported",0.927064357,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50",NA,"Fitness","Mortality","Mortality","Organism",NA,"Polypropylene",0.875,"estimated","Fiber",NA,NA,NA,47.5,20,"1µm < 100µm",3612.83155162826,14922.5651045515,1.31e-05,NA,NA,NA,NA,NA,0.02,0.075,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","N","Not Cleaned","No","N","Y","Not Evaluated","Y","microscopy","gut",22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",10,256511.040165607,275788668.063226,"monodisperse",20,15.4,15.4,75,57.75,57.75,3588.65163867855,50465.4136689171,2483.53371241785,130967.598115785,0.00217309199836562,0.114596648351312,1059502.12242316,256511.040165607,19580995432489.1,0.78,"Koelmans 2020",0.112,112,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,71,1,4.10309701943436,17.3040022362883,1.00881046026319,17.4564584603854,3.14159265358979,21642.4317905801,260.752190247953,3612.83155162826,983.734939759036,992.4020973553,112,71,4.32746160982392,16.406846877352,1.00634762240038,16.5109913461102,0.35081117965086,492864.449004524,509.685014868067,14922.5651045515,2078.73900843919,2091.93405873369,992.4020973553,2091.93405873369,9924.020973553
"12",749,"Rochman",NA,"10.1007/s00128-017-2186-3",28,"N",2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,2,2,2,0,2,2,0,0,1,0,8,7,"Frydkejar",2017,"Daphnia magna","Crustacea","Freshwater","Adult","In Vivo","F","Particle Only","water","N","Y","N","artificial freshwater",NA,"tween20",NA,"7.8","20",NA,NA,2,NA,6,"6","5",0,"4",NA,10,NA,NA,1994.756138,"converted",10,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Mortality","Immobilization","Organism",NA,"Polyethylene",0.935,"estimated","Fragment",NA,NA,NA,40,NA,"1µm < 100µm",11536.0945335531,13311.7804350991,5.01e-06,NA,NA,NA,NA,0.04,0.01,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","Not Evaluated","Y","microscopy","gut",15,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,23011695.3793534,2302613679.35192,"monodisperse",10,7.7,5.159,75,57.75,38.6925,721.005908347071,40556.5823445228,310.441714052231,130967.598115785,0.000290263002638836,0.122454704238259,26553755.7306222,23011695.3793534,4593152770330015,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,1994.756138,1,4.10309701943436,486.158657363406,1.00881046026319,490.441938895714,3.14159265358979,21642.4317905801,260.752190247953,11536.0945335531,88251.2064710607,89028.740218853,114.87,1994.756138,4.34627810386335,458.957317118499,1.00617404953341,461.790942328112,0.35081117965086,531732.601123509,530.197103328499,13311.7804350991,50082.8004602848,50392.0141510987,89028.740218853,50392.0141510987,8902874.0218853
"13",750,"Rochman",NA,"10.1007/s00128-017-2186-3",28,"N",2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,2,2,2,0,2,2,0,0,1,0,8,7,"Frydkejar",2017,"Daphnia magna","Crustacea","Freshwater","Adult","In Vivo","F","Particle Only","water","N","Y","N","artificial freshwater",NA,"tween20",NA,"7.8","20",NA,NA,2,NA,6,"6","5",0,"4",NA,50,NA,NA,9973.780692,"converted",50,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Immobilization","Organism",NA,"Polyethylene",0.935,"estimated","Fragment",NA,NA,NA,40,NA,"1µm < 100µm",11536.0945335531,13311.7804350991,5.01e-06,NA,NA,NA,NA,0.04,0.01,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","Not Evaluated","Y","microscopy","gut",15,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,115058476.919839,2302613679.35192,"monodisperse",10,7.7,5.159,75,57.75,38.6925,721.005908347071,40556.5823445228,310.441714052231,130967.598115785,0.000290263002638836,0.122454704238259,132768778.679735,115058476.919839,22965763856255304,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,9973.780692,1,4.10309701943436,2430.79328730447,1.00881046026319,2452.2096949703,3.14159265358979,21642.4317905801,260.752190247953,11536.0945335531,441256.032443787,445143.701183528,114.87,9973.780692,4.34627810386335,2294.78658605266,1.00617404953341,2308.95471210356,0.35081117965086,531732.601123509,530.197103328499,13311.7804350991,250414.002351638,251960.070806018,445143.701183528,251960.070806018,22257185.0591764
"14",755,"Rochman",NA,"10.1007/s00128-017-2186-3",28,"N",2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,2,2,2,0,2,2,0,0,1,0,8,7,"Frydkejar",2017,"Daphnia magna","Crustacea","Freshwater","Adult","In Vivo","F","Particle Only","water","N","Y","N","artificial freshwater",NA,"tween20",NA,"7.8","20",NA,NA,2,NA,6,"6","5",0,"4",NA,65,NA,NA,12965.9149,"converted",65,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50",NA,"Fitness","Mortality","Immobilization","Organism",NA,"Polyethylene",0.935,"estimated","Fragment",NA,NA,NA,40,NA,"1µm < 100µm",11536.0945335531,13311.7804350991,5.01e-06,NA,NA,NA,NA,0.04,0.01,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","Not Evaluated","Y","microscopy","gut",15,"Red Criteria Passed","Red Criteria Passed",10,"Acute",10,149576020.000405,2302613679.35192,"monodisperse",10,7.7,5.159,75,57.75,38.6925,721.005908347071,40556.5823445228,310.441714052231,130967.598115785,0.000290263002638836,0.122454704238259,172599412.28898,149576020.000405,29855493014052940,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,12965.9149,1,4.10309701943436,3160.03127359329,1.00881046026319,3187.87260355974,3.14159265358979,21642.4317905801,260.752190247953,11536.0945335531,573632.842194619,578686.811556438,114.87,12965.9149,4.34627810386335,2983.22256196049,1.00617404953341,3001.64112582723,0.35081117965086,531732.601123509,530.197103328499,13311.7804350991,325538.203067173,327548.092057928,578686.811556438,327548.092057928,5786868.11556438
"15",813,"Koelmans",NA,"10.1021/acs.est.8b00168",30,"Y",2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,1,1,2,2,2,2,0,0,0,1,0,2,13,7,"Gardon",2018,"Pinctada margaritifera","Mollusca","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","filtered seawater",NA,"tween20","35","8.2","28.9",NA,NA,60,NA,3,"3","4",1,"6",3.2,0.0025,NA,NA,3.2,"reported",0.0025,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Metabolism","General Metabolism","Assimilation Efficiency","Organism",NA,"Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,8,NA,"1µm < 100µm",201.0619298,268.0825731,2.87e-07,NA,NA,0.006,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","N","Y","commercial","unknown","N","Not Cleaned","No","N","N","aeration","N",NA,NA,20,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,643.39817536,700564215.33101,"polydisperse",6,6,6,10,10,10,452.38934211693,1256.63706143592,113.097335529233,523.598775598299,0.000121014149016279,0.00056025068989018,857.86423392,643.39817536,2241805489059.23,9.8,"sealifebase.org",6.3959384728831,6395.9384728831,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,3.2,1,4.10309701943436,0.779898692339755,1.00881046026319,0.786769958777932,3.14159265358979,21642.4317905801,260.752190247953,753.98223686155,9.25301204819277,9.33453534315824,5000,3.2,6.8655837776487,0.466092921394067,1,0.466092921394067,0.35081117965086,43851397456.3575,190856.008263613,244.291838524412,0.00409593541429609,0.00409593541429609,9.33453534315824,0.00409593541429609,9334.53534315824
"16",814,"Koelmans",NA,"10.1021/acs.est.8b00168",30,"Y",2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,1,1,2,2,2,2,0,0,0,1,0,2,13,7,"Gardon",2018,"Pinctada margaritifera","Mollusca","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","filtered seawater",NA,"tween20","35","8.2","28.9",NA,NA,60,NA,3,"3","4",1,"6",32,0.025,NA,NA,32,"reported",0.025,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Metabolism","General Metabolism","Assimilation Efficiency","Organism",NA,"Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,8,NA,"1µm < 100µm",201.0619298,268.0825731,2.87e-07,NA,NA,0.006,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","N","Y","commercial","unknown","N","Not Cleaned","No","N","N","aeration","N",NA,NA,20,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,6433.9817536,700564215.33101,"polydisperse",6,6,6,10,10,10,452.38934211693,1256.63706143592,113.097335529233,523.598775598299,0.000121014149016279,0.00056025068989018,8578.6423392,6433.9817536,22418054890592.3,9.8,"sealifebase.org",6.3959384728831,6395.9384728831,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,32,1,4.10309701943436,7.79898692339755,1.00881046026319,7.86769958777932,3.14159265358979,21642.4317905801,260.752190247953,753.98223686155,92.5301204819277,93.3453534315824,5000,32,6.8655837776487,4.66092921394067,1,4.66092921394067,0.35081117965086,43851397456.3575,190856.008263613,244.291838524412,0.0409593541429609,0.0409593541429609,93.3453534315824,0.0409593541429609,46672.6767157912
"17",815,"Koelmans",NA,"10.1021/acs.est.8b00168",30,"Y",2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,1,1,2,2,2,2,0,0,0,1,0,2,13,7,"Gardon",2018,"Pinctada margaritifera","Mollusca","Marine","Adult","In Vivo","M","Particle Only","water","N","Y","N","filtered seawater",NA,"tween20","35","8.2","28.9",NA,NA,60,NA,3,"3","4",1,"6",0.32,0.00025,NA,NA,0.32,"reported",0.00025,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Metabolism","General Metabolism","Energy Balance","Organism",NA,"Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,8,NA,"1µm < 100µm",201.0619298,268.0825731,2.87e-07,NA,NA,0.006,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","N","Y","commercial","unknown","N","Not Cleaned","No","N","N","aeration","N",NA,NA,20,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,64.339817536,700564215.33101,"polydisperse",6,6,6,10,10,10,452.38934211693,1256.63706143592,113.097335529233,523.598775598299,0.000121014149016279,0.00056025068989018,85.786423392,64.339817536,224180548905.923,9.8,"sealifebase.org",6.3959384728831,6395.9384728831,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.32,1,4.10309701943436,0.0779898692339755,1.00881046026319,0.0786769958777932,3.14159265358979,21642.4317905801,260.752190247953,753.98223686155,0.925301204819277,0.933453534315824,5000,0.32,6.8655837776487,0.0466092921394067,1,0.0466092921394067,0.35081117965086,43851397456.3575,190856.008263613,244.291838524412,0.000409593541429609,0.000409593541429609,0.933453534315824,0.000409593541429609,466.726767157912
"18",827,"Koelmans",NA,"10.1038/s41598-019-47160-1",31,"Y",2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,2,1,2,2,0,0,0,1,15,8,"Gerdes",2019,"Daphnia magna","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","N","Y","m7 medium",NA,"tween80",NA,NA,"21",NA,NA,4,NA,6,"6","4",0,"10",NA,0.1,NA,NA,92.06519453,"converted",0.1,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Mortality","Organism",NA,"Polyethylene Terephthalate",1.4,"reported","Fragment",NA,NA,NA,21,NA,"1µm < 100µm",3179.63605581058,1926.2562282727,1.09e-06,NA,NA,NA,NA,NA,0.003,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","modified","N","N","Not Cleaned","No","N","N","sonicated","N",NA,NA,23,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,292733.812012803,2917097298.90879,"monodisperse",3,2.31,1.5477,39,30.03,20.1201,64.8905317512364,10966.499865959,8.38192627941025,18415.0920358643,1.17346967911743e-05,0.02578112885021,177341.15437055,292733.812012803,268563130286976,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,92.06519453,1,4.10309701943436,22.437976507485,1.00881046026319,22.6356654078907,3.14159265358979,21642.4317905801,260.752190247953,3179.63605581058,1122.65140221618,1132.54247778482,114.87,92.06519453,4.34627810386335,21.1825364898221,1.00617404953341,21.3133185193536,0.35081117965086,531732.601123509,530.197103328499,1926.2562282727,334.481560267358,336.546665988462,1132.54247778482,336.546665988462,56627.1238892411
"19",833,"Koelmans",NA,"10.1038/s41598-019-47160-1",31,"Y",2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,2,1,2,2,0,0,0,1,15,8,"Gerdes",2019,"Daphnia magna","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","N","Y","m7 medium",NA,"tween80",NA,NA,"21",NA,NA,4,NA,6,"6","4",0,"10",NA,56,NA,NA,51556.50894,"converted",56,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC50",NA,"Fitness","Mortality","Mortality","Organism",NA,"Polyethylene Terephthalate",1.4,"reported","Fragment",NA,NA,NA,21,NA,"1µm < 100µm",3179.63605581058,1926.2562282727,1.09e-06,NA,NA,NA,NA,NA,0.003,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","modified","N","N","Not Cleaned","No","N","N","sonicated","N",NA,NA,23,"Red Criteria Passed","Red Criteria Passed",10,"Acute",10,163930934.737345,2917097298.90879,"monodisperse",3,2.31,1.5477,39,30.03,20.1201,64.8905317512364,10966.499865959,8.38192627941025,18415.0920358643,1.17346967911743e-05,0.02578112885021,99311046.453672,163930934.737345,150395352970041056,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,51556.50894,1,4.10309701943436,12565.2668449715,1.00881046026319,12675.9726292056,3.14159265358979,21642.4317905801,260.752190247953,3179.63605581058,628684.78528008,634223.787598865,114.87,51556.50894,4.34627810386335,11862.2204350366,1.00617404953341,11935.4583715788,0.35081117965086,531732.601123509,530.197103328499,1926.2562282727,187309.673761346,188466.132965236,634223.787598865,188466.132965236,6342237.87598865
"20",1026,"Rochman",NA,"10.1016/j.ecoenv.2017.03.029",39,"Y",2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,1,0,2,2,2,2,0,2,0,0,1,2,9,9,"Heindler",2017,"Parvocalanus crassirostris","Crustacea","Marine","Adult","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,NA,NA,"26",NA,NA,5,NA,4,"1-4","10",3,NA,40000,NA,NA,NA,40000,"reported",1.703528616,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Fecundity","Organism",NA,"Polyethylene Terephthalate",1.205,"estimated","Fragment",NA,NA,NA,7.5,NA,"1µm < 100µm",405.565823445228,87.7485526727723,4.26e-08,NA,NA,0.005,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","lab","N","N","Not Cleaned","No","N","N","Not Evaluated","N",NA,NA,18,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,16222632.9378091,9520324494.01943,"polydisperse",5,3.85,2.5795,10,7.7,5.159,180.251477086768,721.005908347071,38.8052142565289,310.441714052231,4.67602831791173e-05,0.000374082265432939,3509942.10691089,16222632.9378091,380812979760777024,0.055,"WoRMS",0.0505094673026967,50.5094673026967,2.07,1.5,1.48,1.32,1.98,0.77,1.1,50.5094673026967,40000,1,3.72595735481201,10735.4959251857,1.01516290830292,10898.2772654856,3.14159265358979,8014.85092966649,158.680171414886,360.502954173535,90875.3629288597,92253.2977239442,50.5094673026967,40000,3.72595735481201,10735.4959251857,1.01516290830292,10898.2772654856,0.35081117965086,45205.5533580909,147.28184223343,110.537564141442,30020.6902535206,30475.891227025,92253.2977239442,30475.891227025,9225329.77239442
"21",1027,"Rochman",NA,"10.1016/j.ecoenv.2017.03.029",39,"Y",2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,1,0,2,2,2,2,0,2,0,0,1,2,9,9,"Heindler",2017,"Parvocalanus crassirostris","Crustacea","Marine","Adult","In Vivo",NA,"Particle Only","water","N","Y","N","filtered seawater",NA,NA,NA,NA,"26",NA,NA,5,NA,4,"1-4","10",3,NA,80000,NA,NA,NA,80000,"reported",3.407057233,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Fecundity","Organism",NA,"Polyethylene Terephthalate",1.205,"estimated","Fragment",NA,NA,NA,7.5,NA,"1µm < 100µm",405.565823445228,87.7485526727723,4.26e-08,NA,NA,0.005,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","lab","N","N","Not Cleaned","No","N","N","Not Evaluated","N",NA,NA,18,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,32445265.8756182,9520324494.01943,"polydisperse",5,3.85,2.5795,10,7.7,5.159,180.251477086768,721.005908347071,38.8052142565289,310.441714052231,4.67602831791173e-05,0.000374082265432939,7019884.21382178,32445265.8756182,761625959521554048,0.055,"WoRMS",0.0505094673026967,50.5094673026967,2.07,1.5,1.48,1.32,1.98,0.77,1.1,50.5094673026967,80000,1,3.72595735481201,21470.9918503714,1.01516290830292,21796.5545309712,3.14159265358979,8014.85092966649,158.680171414886,360.502954173535,181750.725857719,184506.595447888,50.5094673026967,80000,3.72595735481201,21470.9918503714,1.01516290830292,21796.5545309712,0.35081117965086,45205.5533580909,147.28184223343,110.537564141442,60041.3805070413,60951.78245405,184506.595447888,60951.78245405,9225329.77239442
"22",1184,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,10000,NA,10000,"reported",0.133806714,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,2181042.87274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,346054.292170251,2181042.87274989,162764393488797824,0.14,"Koelmans 2020",0.03567,35.67,2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,10000,1,3.45909789701698,2890.92714277433,1.02220359661528,2955.11612289666,3.14159265358979,3997.20195704306,112.060609953548,72.1005908347071,6434.07088936913,6576.9304039908,35.67,10000,3.45909789701698,2890.92714277433,1.02220359661528,2955.11612289666,0.35081117965086,15921.454975196,85.6622594412543,10.4990583705856,1225.6340702507,1252.84755474449,6576.9304039908,1252.84755474449,657693.04039908
"23",1185,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,1e+05,NA,1e+05,"reported",1.338067143,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",2,21810428.7274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,3460542.92170251,21810428.7274989,1627643934887978240,0.14,"Koelmans 2020",0.03567,35.67,2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,1e+05,1,3.45909789701698,28909.2714277433,1.02220359661528,29551.1612289666,3.14159265358979,3997.20195704306,112.060609953548,72.1005908347071,64340.7088936913,65769.304039908,35.67,1e+05,3.45909789701698,28909.2714277433,1.02220359661528,29551.1612289666,0.35081117965086,15921.454975196,85.6622594412543,10.4990583705856,12256.340702507,12528.4755474449,65769.304039908,12528.4755474449,3288465.2019954
"24",1192,"Koelmans",NA,"10.1016/j.envpol.2019.03.085",41,"Y",2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,2,2,2,2,1,1,0,1,1,2,12,10,"Jaikumar",2019,"Ceriodaphnia dubia","Crustacea","Freshwater","Early","In Vivo",NA,"Particle Only","water","N","Y","N","Elendt M4 medium",NA,NA,NA,"7","26",NA,NA,7,NA,4,"4","12",1,"1",NA,NA,10000,NA,10000,"reported",0.133806714,"converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Number of Clutches","Organism",NA,"Polyethylene",0.96,"reported","Fragment",NA,NA,NA,5.5,NA,"1µm < 100µm",218.104287274989,34.6054292170251,1.34e-08,NA,NA,0.001,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","modified","unknown","N","rinse","milliq water","N","Y","Not Evaluated","N",NA,NA,22,"Red Criteria Passed","Red Criteria Passed",10,"Acute",1,2181042.87274989,16276439348.8798,"polydisperse",1,0.77,0.5159,10,7.7,5.159,7.21005908347071,721.005908347071,0.310441714052231,310.441714052231,2.98024045490142e-07,0.000298024045490142,346054.292170251,2181042.87274989,162764393488797824,0.14,"Koelmans 2020",0.03567,35.67,2.07,1.5,1.48,1.32,1.98,0.77,1.1,35.67,10000,1,3.45909789701698,2890.92714277433,1.02220359661528,2955.11612289666,3.14159265358979,3997.20195704306,112.060609953548,72.1005908347071,6434.07088936913,6576.9304039908,35.67,10000,3.45909789701698,2890.92714277433,1.02220359661528,2955.11612289666,0.35081117965086,15921.454975196,85.6622594412543,10.4990583705856,1225.6340702507,1252.84755474449,6576.9304039908,1252.84755474449,657693.04039908
